"날짜","종가","시가","고가","저가","거래량","변동 %"
"2022- 12- 30","123.18","119.95","124.48","119.75","157.78M","1.12%"
"2022- 12- 29","121.82","120.39","123.57","117.50","221.92M","8.08%"
"2022- 12- 28","112.71","110.35","116.27","108.24","221.07M","3.31%"
"2022- 12- 27","109.10","117.50","119.67","108.76","208.64M","-11.41%"
"2022- 12- 23","123.15","126.37","128.62","121.02","166.99M","-1.76%"
"2022- 12- 22","125.35","136.00","136.63","122.26","210.09M","-8.88%"
"2022- 12- 21","137.57","139.34","141.26","135.89","145.42M","-0.17%"
"2022- 12- 20","137.80","146.05","148.47","137.66","159.56M","-8.05%"
"2022- 12- 19","149.87","154.00","155.25","145.82","139.39M","-0.24%"
"2022- 12- 16","150.23","159.63","160.99","150.04","139.03M","-4.72%"
"2022- 12- 15","157.67","153.44","160.93","153.28","122.33M","0.55%"
"2022- 12- 14","156.80","159.25","161.62","155.31","140.68M","-2.58%"
"2022- 12- 13","160.95","174.87","175.05","156.91","175.86M","-4.09%"
"2022- 12- 12","167.82","176.10","177.37","167.52","109.79M","-6.27%"
"2022- 12- 09","179.05","173.84","182.50","173.36","104.87M","3.23%"
"2022- 12- 08","173.44","172.20","175.20","169.06","97.62M","-0.34%"
"2022- 12- 07","174.04","175.03","179.38","172.22","84.21M","-3.21%"
"2022- 12- 06","179.82","181.22","183.65","175.33","92.15M","-1.44%"
"2022- 12- 05","182.45","189.44","191.27","180.55","93.12M","-6.37%"
"2022- 12- 02","194.86","191.78","196.25","191.11","73.65M","0.08%"
"2022- 12- 01","194.70","197.08","198.92","191.80","80.05M","0.00%"
"2022- 11- 30","194.70","182.43","194.76","180.63","109.19M","7.67%"
"2022- 11- 29","180.83","184.99","186.38","178.75","83.36M","-1.14%"
"2022- 11- 28","182.92","179.96","188.50","179.00","93.04M","0.03%"
"2022- 11- 25","182.86","185.06","185.20","180.63","50.67M","-0.19%"
"2022- 11- 23","183.20","173.57","183.62","172.50","109.54M","7.82%"
"2022- 11- 22","169.91","168.63","170.92","166.19","78.45M","1.22%"
"2022- 11- 21","167.87","175.85","176.77","167.54","92.88M","-6.84%"
"2022- 11- 18","180.19","185.05","185.19","176.55","76.05M","-1.63%"
"2022- 11- 17","183.17","183.96","186.16","180.90","64.34M","-2.01%"
"2022- 11- 16","186.92","191.51","192.57","185.66","66.57M","-3.86%"
"2022- 11- 15","194.42","195.88","200.82","192.06","91.29M","1.82%"
"2022- 11- 14","190.95","192.77","195.73","186.34","92.23M","-2.56%"
"2022- 11- 11","195.97","186.00","196.52","182.59","114.40M","2.75%"
"2022- 11- 10","190.72","189.90","191.00","180.03","132.70M","7.39%"
"2022- 11- 09","177.59","190.78","195.89","177.12","127.06M","-7.17%"
"2022- 11- 08","191.30","194.02","195.20","186.75","128.80M","-2.93%"
"2022- 11- 07","197.08","208.65","208.90","196.66","93.92M","-5.01%"
"2022- 11- 04","207.47","222.60","223.80","203.08","98.62M","-3.64%"
"2022- 11- 03","215.31","211.36","221.20","210.14","56.54M","0.15%"
"2022- 11- 02","214.98","226.04","227.87","214.82","63.07M","-5.64%"
"2022- 11- 01","227.82","234.05","237.40","227.28","62.69M","0.12%"
"2022- 10- 31","227.54","226.19","229.85","221.94","61.55M","-0.43%"
"2022- 10- 28","228.52","225.40","228.86","216.35","69.15M","1.52%"
"2022- 10- 27","225.09","229.77","233.81","222.85","61.64M","0.20%"
"2022- 10- 26","224.64","219.40","230.60","218.20","85.33M","1.00%"
"2022- 10- 25","222.41","210.10","224.35","210.00","96.51M","5.28%"
"2022- 10- 24","211.25","205.82","213.50","198.59","100.45M","-1.49%"
"2022- 10- 21","214.44","206.41","214.66","203.80","75.71M","3.45%"
"2022- 10- 20","207.28","208.28","215.55","202.00","117.80M","-6.65%"
"2022- 10- 19","222.04","219.80","222.93","217.78","66.57M","0.84%"
"2022- 10- 18","220.19","229.50","229.82","217.25","75.89M","0.38%"
"2022- 10- 17","219.35","210.04","221.86","209.45","79.43M","7.01%"
"2022- 10- 14","204.99","224.01","226.26","204.16","94.12M","-7.55%"
"2022- 10- 13","221.72","208.30","222.99","206.22","91.48M","2.06%"
"2022- 10- 12","217.24","215.33","219.30","211.51","66.86M","0.34%"
"2022- 10- 11","216.50","220.94","225.75","215.00","77.01M","-2.90%"
"2022- 10- 10","222.96","223.93","226.99","218.36","67.93M","-0.05%"
"2022- 10- 07","223.07","233.94","234.57","222.02","83.92M","-6.32%"
"2022- 10- 06","238.13","239.44","244.58","235.35","69.30M","-1.11%"
"2022- 10- 05","240.81","245.01","246.67","233.27","86.98M","-3.46%"
"2022- 10- 04","249.44","250.52","257.50","242.01","109.58M","2.90%"
"2022- 10- 03","242.40","254.50","255.16","241.01","98.36M","-8.61%"
"2022- 09- 30","265.25","266.14","275.57","262.47","67.73M","-1.10%"
"2022- 09- 29","268.21","282.76","283.65","265.78","77.62M","-6.81%"
"2022- 09- 28","287.81","283.08","289.00","277.57","54.66M","1.72%"
"2022- 09- 27","282.94","283.84","288.67","277.51","61.93M","2.51%"
"2022- 09- 26","276.01","271.83","284.09","270.31","58.08M","0.25%"
"2022- 09- 23","275.33","283.09","284.50","272.82","63.75M","-4.59%"
"2022- 09- 22","288.59","299.86","301.29","285.82","70.55M","-4.06%"
"2022- 09- 21","300.80","308.29","313.80","300.63","62.56M","-2.57%"
"2022- 09- 20","308.73","306.91","313.33","305.58","61.64M","-0.11%"
"2022- 09- 19","309.07","300.09","309.84","297.80","60.23M","1.89%"
"2022- 09- 16","303.35","299.61","303.71","295.60","87.09M","-0.13%"
"2022- 09- 15","303.75","301.82","309.12","300.72","64.80M","0.38%"
"2022- 09- 14","302.61","292.24","306.00","291.64","72.63M","3.59%"
"2022- 09- 13","292.13","292.90","297.40","290.40","68.23M","-4.04%"
"2022- 09- 12","304.42","300.72","305.49","300.40","48.67M","1.58%"
"2022- 09- 09","299.68","291.67","299.85","291.25","54.47M","3.60%"
"2022- 09- 08","289.26","281.30","289.50","279.76","53.71M","1.96%"
"2022- 09- 07","283.70","273.10","283.84","272.27","50.03M","3.38%"
"2022- 09- 06","274.42","272.68","275.99","265.74","55.86M","1.56%"
"2022- 09- 02","270.21","281.06","282.35","269.08","50.89M","-2.51%"
"2022- 09- 01","277.16","272.57","277.58","266.15","54.29M","0.56%"
"2022- 08- 31","275.61","280.62","281.25","271.81","52.11M","-0.75%"
"2022- 08- 30","277.70","287.87","288.48","272.65","50.54M","-2.50%"
"2022- 08- 29","284.82","282.83","287.74","280.70","41.86M","-1.14%"
"2022- 08- 26","288.09","297.43","302.00","287.47","57.16M","-2.70%"
"2022- 08- 25","296.07","302.36","302.96","291.60","53.23M","-0.35%"
"2022- 08- 24","297.10","297.56","303.65","296.50","57.26M","0.22%"
"2022- 08- 23","296.45","291.45","298.83","287.92","63.99M","2.26%"
"2022- 08- 22","289.91","291.91","292.40","286.30","55.84M","-2.28%"
"2022- 08- 19","296.67","299.00","300.36","292.50","61.40M","-2.05%"
"2022- 08- 18","302.87","306.00","306.50","301.85","47.50M","-0.37%"
"2022- 08- 17","304.00","303.40","309.66","300.03","68.77M","-0.84%"
"2022- 08- 16","306.56","311.67","314.67","302.88","88.14M","-0.89%"
"2022- 08- 15","309.32","301.79","313.13","301.23","89.36M","3.10%"
"2022- 08- 12","300.03","289.41","300.16","285.03","79.66M","4.68%"
"2022- 08- 11","286.63","296.51","298.24","285.83","70.16M","-2.63%"
"2022- 08- 10","294.36","297.07","297.51","283.37","94.92M","3.89%"
"2022- 08- 09","283.33","290.29","292.40","279.35","86.24M","-2.44%"
"2022- 08- 08","290.42","295.00","305.20","289.09","99.37M","0.78%"
"2022- 08- 05","288.17","302.67","304.61","285.54","113.17M","-6.63%"
"2022- 08- 04","308.63","311.00","313.61","305.00","72.26M","0.40%"
"2022- 08- 03","307.40","305.00","309.55","301.15","80.09M","2.27%"
"2022- 08- 02","300.59","294.00","307.83","292.67","95.58M","1.11%"
"2022- 08- 01","297.28","301.27","311.88","295.00","117.04M","0.04%"
"2022- 07- 29","297.15","280.70","298.32","279.10","95.31M","5.78%"
"2022- 07- 28","280.90","280.07","283.30","272.80","84.72M","2.21%"
"2022- 07- 27","274.82","263.81","275.93","261.79","88.11M","6.17%"
"2022- 07- 26","258.86","266.51","267.31","256.26","66.82M","-3.57%"
"2022- 07- 25","268.43","272.22","274.15","267.40","64.07M","-1.40%"
"2022- 07- 22","272.24","276.22","280.79","270.71","103.47M","0.20%"
"2022- 07- 21","271.71","255.11","273.27","254.87","142.03M","9.78%"
"2022- 07- 20","247.50","246.78","250.66","243.48","88.86M","0.80%"
"2022- 07- 19","245.53","245.00","247.14","236.98","80.89M","2.07%"
"2022- 07- 18","240.55","244.94","250.52","239.60","82.54M","0.20%"
"2022- 07- 15","240.07","240.00","243.62","236.89","69.68M","0.74%"
"2022- 07- 14","238.31","234.90","238.65","229.33","78.56M","0.54%"
"2022- 07- 13","237.04","225.50","242.06","225.03","97.95M","1.70%"
"2022- 07- 12","233.07","236.85","239.77","228.37","87.93M","-0.54%"
"2022- 07- 11","234.34","252.10","253.06","233.63","99.51M","-6.55%"
"2022- 07- 08","250.76","242.33","254.98","241.16","101.85M","2.54%"
"2022- 07- 07","244.54","233.92","245.36","232.21","81.93M","5.53%"
"2022- 07- 06","231.73","230.78","234.56","227.19","71.85M","-0.57%"
"2022- 07- 05","233.07","223.00","233.15","216.17","84.78M","2.56%"
"2022- 07- 01","227.26","227.00","230.23","222.12","74.46M","1.24%"
"2022- 06- 30","224.47","224.51","229.46","218.86","94.60M","-1.76%"
"2022- 06- 29","228.49","230.50","231.17","222.27","82.90M","-1.79%"
"2022- 06- 28","232.66","244.48","249.97","232.34","90.67M","-5.01%"
"2022- 06- 27","244.92","249.37","252.07","242.57","89.18M","-0.32%"
"2022- 06- 24","245.71","237.47","246.07","236.09","95.77M","4.53%"
"2022- 06- 23","235.07","237.90","239.32","228.64","104.20M","-0.43%"
"2022- 06- 22","236.09","234.50","246.83","233.83","101.53M","-0.40%"
"2022- 06- 21","237.04","224.60","243.58","224.33","122.79M","9.36%"
"2022- 06- 17","216.76","213.43","220.97","213.20","92.64M","1.72%"
"2022- 06- 16","213.10","222.74","225.17","208.69","107.39M","-8.54%"
"2022- 06- 15","233.00","220.92","235.66","218.15","119.13M","5.48%"
"2022- 06- 14","220.89","218.29","226.33","211.74","97.99M","2.39%"
"2022- 06- 13","215.74","223.17","226.63","214.68","102.77M","-7.10%"
"2022- 06- 10","232.23","235.16","239.50","227.91","98.09M","-3.12%"
"2022- 06- 09","239.71","249.34","255.55","239.33","96.49M","-0.89%"
"2022- 06- 08","241.87","240.09","249.96","239.18","76.21M","1.25%"
"2022- 06- 07","238.89","234.00","240.00","230.09","72.81M","0.26%"
"2022- 06- 06","238.28","244.35","244.87","234.35","84.20M","1.60%"
"2022- 06- 03","234.52","243.22","247.80","233.42","112.39M","-9.22%"
"2022- 06- 02","258.33","244.16","264.21","242.07","93.47M","4.68%"
"2022- 06- 01","246.79","251.72","257.33","243.64","77.25M","-2.36%"
"2022- 05- 31","252.75","257.95","259.60","244.74","101.91M","-0.18%"
"2022- 05- 27","253.21","241.08","253.27","240.18","89.30M","7.33%"
"2022- 05- 26","235.91","220.47","239.56","217.89","106.00M","7.43%"
"2022- 05- 25","219.60","207.95","223.11","207.67","92.14M","4.88%"
"2022- 05- 24","209.39","217.84","217.97","206.86","89.09M","-6.93%"
"2022- 05- 23","224.97","218.34","226.65","212.69","88.90M","1.66%"
"2022- 05- 20","221.30","238.00","240.53","211.00","144.97M","-6.42%"
"2022- 05- 19","236.47","235.67","244.67","231.37","90.30M","-0.05%"
"2022- 05- 18","236.60","248.17","253.50","233.60","87.81M","-6.80%"
"2022- 05- 17","253.87","249.12","254.83","242.95","80.24M","5.14%"
"2022- 05- 16","241.46","255.72","256.59","239.70","86.10M","-5.87%"
"2022- 05- 13","256.53","257.83","262.45","250.52","92.15M","5.71%"
"2022- 05- 12","242.67","233.67","253.22","226.67","140.31M","-0.82%"
"2022- 05- 11","244.67","265.00","269.92","242.40","97.22M","-8.25%"
"2022- 05- 10","266.68","273.10","275.12","258.08","84.40M","1.64%"
"2022- 05- 09","262.37","278.82","281.88","260.38","90.81M","-9.07%"
"2022- 05- 06","288.55","295.67","296.00","281.03","72.90M","-0.87%"
"2022- 05- 05","291.09","313.07","315.20","285.90","92.52M","-8.33%"
"2022- 05- 04","317.54","301.31","318.50","295.09","81.64M","4.77%"
"2022- 05- 03","303.08","301.06","308.03","296.20","63.71M","0.70%"
"2022- 05- 02","300.98","286.92","302.12","282.68","75.78M","3.70%"
"2022- 04- 29","290.25","300.75","311.47","290.00","88.13M","-0.77%"
"2022- 04- 28","292.50","299.99","300.00","273.90","124.95M","-0.46%"
"2022- 04- 27","293.84","299.53","306.00","292.45","76.96M","0.58%"
"2022- 04- 26","292.14","331.81","333.33","291.67","136.13M","-12.18%"
"2022- 04- 25","332.67","326.32","336.21","325.10","68.34M","-0.70%"
"2022- 04- 22","335.02","338.30","344.95","331.33","69.70M","-0.37%"
"2022- 04- 21","336.26","358.24","364.07","332.14","105.42M","3.23%"
"2022- 04- 20","325.73","343.33","344.67","325.08","70.71M","-4.96%"
"2022- 04- 19","342.72","335.02","344.98","331.77","49.85M","2.38%"
"2022- 04- 18","334.76","329.68","338.31","324.47","51.72M","1.96%"
"2022- 04- 14","328.33","333.10","337.57","327.40","58.42M","-3.66%"
"2022- 04- 13","340.79","327.02","342.08","324.37","55.12M","3.59%"
"2022- 04- 12","328.98","332.55","340.40","325.53","65.98M","1.13%"
"2022- 04- 11","325.31","326.80","336.16","324.88","59.36M","-4.83%"
"2022- 04- 08","341.83","347.74","349.48","340.81","55.01M","-3.00%"
"2022- 04- 07","352.42","350.80","358.86","340.51","79.45M","1.10%"
"2022- 04- 06","348.59","357.82","359.67","342.57","89.35M","-4.17%"
"2022- 04- 05","363.75","378.77","384.29","362.43","80.08M","-4.73%"
"2022- 04- 04","381.82","363.13","383.30","357.51","82.18M","5.61%"
"2022- 04- 01","361.53","360.38","364.92","355.55","54.26M","0.65%"
"2022- 03- 31","359.20","364.86","367.71","358.88","48.99M","-1.50%"
"2022- 03- 30","364.66","363.72","371.32","361.33","59.87M","-0.51%"
"2022- 03- 29","366.52","369.33","371.59","357.70","73.61M","0.71%"
"2022- 03- 28","363.95","355.03","365.96","351.20","102.51M","8.04%"
"2022- 03- 25","336.88","336.00","340.60","332.44","62.03M","-0.32%"
"2022- 03- 24","337.97","336.58","341.50","329.60","68.92M","1.48%"
"2022- 03- 23","333.04","326.65","346.90","325.47","120.68M","0.52%"
"2022- 03- 22","331.33","310.00","332.62","307.25","105.87M","7.91%"
"2022- 03- 21","307.05","304.99","314.28","302.36","81.98M","1.74%"
"2022- 03- 18","301.80","291.50","302.62","289.13","100.41M","3.88%"
"2022- 03- 17","290.53","277.00","291.67","275.24","66.58M","3.73%"
"2022- 03- 16","280.08","269.67","280.67","267.42","84.03M","4.78%"
"2022- 03- 15","267.30","258.42","268.52","252.19","66.84M","4.63%"
"2022- 03- 14","255.46","260.20","266.90","252.01","71.15M","-3.64%"
"2022- 03- 11","265.12","280.07","281.27","264.59","67.04M","-5.12%"
"2022- 03- 10","279.43","283.82","284.82","270.12","58.65M","-2.41%"
"2022- 03- 09","286.32","279.83","286.85","277.34","59.18M","4.19%"
"2022- 03- 08","274.80","265.18","283.33","260.72","80.40M","2.46%"
"2022- 03- 07","268.19","285.43","288.71","268.19","72.49M","-4.02%"
"2022- 03- 04","279.43","283.03","285.22","275.05","67.18M","-0.12%"
"2022- 03- 03","279.76","292.92","295.48","277.53","61.62M","-4.62%"
"2022- 03- 02","293.30","290.71","295.49","281.42","74.64M","1.80%"
"2022- 03- 01","288.12","289.89","296.63","284.59","74.77M","-0.70%"
"2022- 02- 28","290.14","271.67","292.29","271.57","99.01M","7.48%"
"2022- 02- 25","269.96","269.74","273.17","260.80","76.07M","1.14%"
"2022- 02- 24","266.92","233.46","267.49","233.33","135.32M","4.81%"
"2022- 02- 23","254.68","276.81","278.43","253.52","95.26M","-7.00%"
"2022- 02- 22","273.84","278.04","285.58","267.03","83.29M","-4.14%"
"2022- 02- 18","285.66","295.33","295.62","279.20","68.50M","-2.21%"
"2022- 02- 17","292.12","304.42","306.17","291.37","55.18M","-5.09%"
"2022- 02- 16","307.80","304.68","308.81","300.40","51.29M","0.10%"
"2022- 02- 15","307.48","300.00","307.67","297.79","57.65M","5.33%"
"2022- 02- 14","291.92","287.19","299.63","284.38","67.76M","1.83%"
"2022- 02- 11","286.67","303.21","305.32","283.57","79.65M","-4.93%"
"2022- 02- 10","301.52","302.79","314.60","298.90","66.13M","-2.95%"
"2022- 02- 09","310.67","311.67","315.42","306.67","52.26M","1.09%"
"2022- 02- 08","307.33","301.84","308.76","298.27","50.73M","1.61%"
"2022- 02- 07","302.45","307.93","315.92","300.90","60.99M","-1.73%"
"2022- 02- 04","307.77","299.07","312.17","293.72","73.63M","3.61%"
"2022- 02- 03","297.05","294.00","312.33","293.51","78.86M","-1.60%"
"2022- 02- 02","301.89","309.39","310.50","296.47","66.79M","-2.75%"
"2022- 02- 01","310.42","311.74","314.57","301.67","73.14M","-0.58%"
"2022- 01- 31","312.24","290.90","312.66","287.35","104.44M","10.68%"
"2022- 01- 28","282.12","277.19","285.83","264.00","134.79M","2.08%"
"2022- 01- 27","276.37","311.12","311.80","276.33","147.11M","-11.55%"
"2022- 01- 26","312.47","317.48","329.23","302.00","104.87M","2.07%"
"2022- 01- 25","306.13","304.73","317.09","301.07","86.60M","-1.25%"
"2022- 01- 24","310.00","301.59","311.17","283.82","152.38M","-1.47%"
"2022- 01- 21","314.63","332.11","334.85","313.50","103.42M","-5.26%"
"2022- 01- 20","332.09","336.58","347.22","331.33","70.49M","0.06%"
"2022- 01- 19","331.88","347.23","351.56","331.67","75.44M","-3.38%"
"2022- 01- 18","343.50","342.20","356.93","338.69","66.99M","-1.82%"
"2022- 01- 14","349.87","339.96","350.67","337.79","72.92M","1.75%"
"2022- 01- 13","343.85","369.69","371.87","342.18","97.21M","-6.75%"
"2022- 01- 12","368.74","359.62","371.61","357.53","83.74M","3.93%"
"2022- 01- 11","354.80","351.22","358.62","346.27","66.06M","0.59%"
"2022- 01- 10","352.71","333.33","353.03","326.67","91.81M","3.04%"
"2022- 01- 07","342.32","360.12","360.31","336.67","84.16M","-3.54%"
"2022- 01- 06","354.90","359.00","362.67","340.17","90.34M","-2.15%"
"2022- 01- 05","362.71","382.22","390.11","360.34","80.12M","-5.35%"
"2022- 01- 04","383.20","396.52","402.67","374.35","100.25M","-4.18%"
"2022- 01- 03","399.93","382.58","400.36","378.68","104.69M","13.53%"